district,date,day_of_week,month,is_weekend,is_holiday,holiday_name,holiday_proximity,season,district_type,waste_kg
Santana,2024-01-17,2,1,0,0,,8,verao_chuvoso,residential,2401.7
Lapa,2024-01-17,2,1,0,0,,8,verao_chuvoso,residential,2543.8
Butantã,2024-01-17,2,1,0,0,,8,verao_chuvoso,suburban,2018.6
Vila Madalena,2024-01-17,2,1,0,0,,8,verao_chuvoso,commercial,2758.4
Santo Amaro,2024-01-17,2,1,0,0,,8,verao_chuvoso,commercial,3650.5
Itaquera,2024-01-17,2,1,0,0,,8,verao_chuvoso,residential,2765.9
São Mateus,2024-01-17,2,1,0,0,,8,verao_chuvoso,suburban,2139.3
Parelheiros,2024-01-17,2,1,0,0,,8,verao_chuvoso,rural,841.7
Osasco Centro,2024-01-17,2,1,0,0,,8,verao_chuvoso,commercial,3067.5
Guarulhos Centro,2024-01-17,2,1,0,0,,8,verao_chuvoso,commercial,3618.1
Santo André,2024-01-17,2,1,0,0,,8,verao_chuvoso,residential,3046.9
São Bernardo,2024-01-17,2,1,0,0,,8,verao_chuvoso,industrial,3950.3
Centro,2024-01-18,3,1,0,0,,7,verao_chuvoso,commercial,3993.6
Bela Vista,2024-01-18,3,1,0,0,,7,verao_chuvoso,commercial,4073.8
Pinheiros,2024-01-18,3,1,0,0,,7,verao_chuvoso,commercial,3901.5
Brás,2024-01-18,3,1,0,0,,7,verao_chuvoso,commercial,4097.0
Liberdade,2024-01-18,3,1,0,0,,7,verao_chuvoso,commercial,2880.5
Vila Mariana,2024-01-18,3,1,0,0,,7,verao_chuvoso,residential,2762.9
Mooca,2024-01-18,3,1,0,0,,7,verao_chuvoso,residential,2043.2
Tatuapé,2024-01-18,3,1,0,0,,7,verao_chuvoso,residential,2347.6
Santana,2024-01-18,3,1,0,0,,7,verao_chuvoso,residential,2041.8
Lapa,2024-01-18,3,1,0,0,,7,verao_chuvoso,residential,2304.9
Butantã,2024-01-18,3,1,0,0,,7,verao_chuvoso,suburban,2097.0
Vila Madalena,2024-01-18,3,1,0,0,,7,verao_chuvoso,commercial,3638.5
Santo Amaro,2024-01-18,3,1,0,0,,7,verao_chuvoso,commercial,3989.9
Itaquera,2024-01-18,3,1,0,0,,7,verao_chuvoso,residential,2952.8
São Mateus,2024-01-18,3,1,0,0,,7,verao_chuvoso,suburban,1910.8
Parelheiros,2024-01-18,3,1,0,0,,7,verao_chuvoso,rural,753.7
Osasco Centro,2024-01-18,3,1,0,0,,7,verao_chuvoso,commercial,3397.2
Guarulhos Centro,2024-01-18,3,1,0,0,,7,verao_chuvoso,commercial,3632.8
Santo André,2024-01-18,3,1,0,0,,7,verao_chuvoso,residential,3015.5
São Bernardo,2024-01-18,3,1,0,0,,7,verao_chuvoso,industrial,3816.4
Centro,2024-01-19,4,1,0,0,,6,verao_chuvoso,commercial,5036.3
Bela Vista,2024-01-19,4,1,0,0,,6,verao_chuvoso,commercial,5014.1
Pinheiros,2024-01-19,4,1,0,0,,6,verao_chuvoso,commercial,4002.5
Brás,2024-01-19,4,1,0,0,,6,verao_chuvoso,commercial,4892.8
Liberdade,2024-01-19,4,1,0,0,,6,verao_chuvoso,commercial,3537.4
Vila Mariana,2024-01-19,4,1,0,0,,6,verao_chuvoso,residential,2737.7
Mooca,2024-01-19,4,1,0,0,,6,verao_chuvoso,residential,2717.2
Tatuapé,2024-01-19,4,1,0,0,,6,verao_chuvoso,residential,3026.9
Santana,2024-01-19,4,1,0,0,,6,verao_chuvoso,residential,2418.8
Lapa,2024-01-19,4,1,0,0,,6,verao_chuvoso,residential,2296.2
Butantã,2024-01-19,4,1,0,0,,6,verao_chuvoso,suburban,2169.5
Vila Madalena,2024-01-19,4,1,0,0,,6,verao_chuvoso,commercial,3505.2
Santo Amaro,2024-01-19,4,1,0,0,,6,verao_chuvoso,commercial,4544.9
Itaquera,2024-01-19,4,1,0,0,,6,verao_chuvoso,residential,3592.1
São Mateus,2024-01-19,4,1,0,0,,6,verao_chuvoso,suburban,2578.8
Parelheiros,2024-01-19,4,1,0,0,,6,verao_chuvoso,rural,832.4
Osasco Centro,2024-01-19,4,1,0,0,,6,verao_chuvoso,commercial,4024.5
Guarulhos Centro,2024-01-19,4,1,0,0,,6,verao_chuvoso,commercial,4115.2
Santo André,2024-01-19,4,1,0,0,,6,verao_chuvoso,residential,3922.5
São Bernardo,2024-01-19,4,1,0,0,,6,verao_chuvoso,industrial,4093.8
Centro,2024-01-20,5,1,1,0,,5,verao_chuvoso,commercial,3506.1
Bela Vista,2024-01-20,5,1,1,0,,5,verao_chuvoso,commercial,3379.5
Pinheiros,2024-01-20,5,1,1,0,,5,verao_chuvoso,commercial,2682.9
Brás,2024-01-20,5,1,1,0,,5,verao_chuvoso,commercial,3351.5
Liberdade,2024-01-20,5,1,1,0,,5,verao_chuvoso,commercial,2997.0
Vila Mariana,2024-01-20,5,1,1,0,,5,verao_chuvoso,residential,3119.6
Mooca,2024-01-20,5,1,1,0,,5,verao_chuvoso,residential,2960.5
Tatuapé,2024-01-20,5,1,1,0,,5,verao_chuvoso,residential,3910.5
Santana,2024-01-20,5,1,1,0,,5,verao_chuvoso,residential,2787.9
Lapa,2024-01-20,5,1,1,0,,5,verao_chuvoso,residential,2465.9
Butantã,2024-01-20,5,1,1,0,,5,verao_chuvoso,suburban,1984.0
Vila Madalena,2024-01-20,5,1,1,0,,5,verao_chuvoso,commercial,3928.4
Santo Amaro,2024-01-20,5,1,1,0,,5,verao_chuvoso,commercial,2831.4
Itaquera,2024-01-20,5,1,1,0,,5,verao_chuvoso,residential,4149.6
São Mateus,2024-01-20,5,1,1,0,,5,verao_chuvoso,suburban,2426.8
Parelheiros,2024-01-20,5,1,1,0,,5,verao_chuvoso,rural,873.2
Osasco Centro,2024-01-20,5,1,1,0,,5,verao_chuvoso,commercial,2569.6
Guarulhos Centro,2024-01-20,5,1,1,0,,5,verao_chuvoso,commercial,4199.6
Santo André,2024-01-20,5,1,1,0,,5,verao_chuvoso,residential,3149.5
São Bernardo,2024-01-20,5,1,1,0,,5,verao_chuvoso,industrial,3893.0
Centro,2024-01-21,6,1,1,0,,4,verao_chuvoso,commercial,3153.0
Bela Vista,2024-01-21,6,1,1,0,,4,verao_chuvoso,commercial,3379.5
Pinheiros,2024-01-21,6,1,1,0,,4,verao_chuvoso,commercial,3602.8
Brás,2024-01-21,6,1,1,0,,4,verao_chuvoso,commercial,3597.3
Liberdade,2024-01-21,6,1,1,0,,4,verao_chuvoso,commercial,3119.3
Vila Mariana,2024-01-21,6,1,1,0,,4,verao_chuvoso,residential,3293.4
Mooca,2024-01-21,6,1,1,0,,4,verao_chuvoso,residential,2479.6
Tatuapé,2024-01-21,6,1,1,0,,4,verao_chuvoso,residential,3137.3
Santana,2024-01-21,6,1,1,0,,4,verao_chuvoso,residential,2538.7
Lapa,2024-01-21,6,1,1,0,,4,verao_chuvoso,residential,2812.8
Butantã,2024-01-21,6,1,1,0,,4,verao_chuvoso,suburban,2413.7
Vila Madalena,2024-01-21,6,1,1,0,,4,verao_chuvoso,commercial,3208.8
Santo Amaro,2024-01-21,6,1,1,0,,4,verao_chuvoso,commercial,2745.0
Itaquera,2024-01-21,6,1,1,0,,4,verao_chuvoso,residential,3923.5
São Mateus,2024-01-21,6,1,1,0,,4,verao_chuvoso,suburban,2210.6
Parelheiros,2024-01-21,6,1,1,0,,4,verao_chuvoso,rural,842.2
Osasco Centro,2024-01-21,6,1,1,0,,4,verao_chuvoso,commercial,3836.6
Guarulhos Centro,2024-01-21,6,1,1,0,,4,verao_chuvoso,commercial,3662.8
Santo André,2024-01-21,6,1,1,0,,4,verao_chuvoso,residential,3645.3
São Bernardo,2024-01-21,6,1,1,0,,4,verao_chuvoso,industrial,3417.0
Centro,2024-01-22,0,1,0,0,,3,verao_chuvoso,commercial,5305.3
Bela Vista,2024-01-22,0,1,0,0,,3,verao_chuvoso,commercial,4600.1
Pinheiros,2024-01-22,0,1,0,0,,3,verao_chuvoso,commercial,3529.8
Brás,2024-01-22,0,1,0,0,,3,verao_chuvoso,commercial,4676.2
Liberdade,2024-01-22,0,1,0,0,,3,verao_chuvoso,commercial,3158.0
Vila Mariana,2024-01-22,0,1,0,0,,3,verao_chuvoso,residential,3004.3
Mooca,2024-01-22,0,1,0,0,,3,verao_chuvoso,residential,2099.1
Tatuapé,2024-01-22,0,1,0,0,,3,verao_chuvoso,residential,2934.9
Santana,2024-01-22,0,1,0,0,,3,verao_chuvoso,residential,2417.5
Lapa,2024-01-22,0,1,0,0,,3,verao_chuvoso,residential,1791.6
Butantã,2024-01-22,0,1,0,0,,3,verao_chuvoso,suburban,1665.2
Vila Madalena,2024-01-22,0,1,0,0,,3,verao_chuvoso,commercial,2241.4
Santo Amaro,2024-01-22,0,1,0,0,,3,verao_chuvoso,commercial,3360.6
Itaquera,2024-01-22,0,1,0,0,,3,verao_chuvoso,residential,3139.0
São Mateus,2024-01-22,0,1,0,0,,3,verao_chuvoso,suburban,2170.1
Parelheiros,2024-01-22,0,1,0,0,,3,verao_chuvoso,rural,829.8
Osasco Centro,2024-01-22,0,1,0,0,,3,verao_chuvoso,commercial,3907.4
Guarulhos Centro,2024-01-22,0,1,0,0,,3,verao_chuvoso,commercial,3014.4
Santo André,2024-01-22,0,1,0,0,,3,verao_chuvoso,residential,2217.3
São Bernardo,2024-01-22,0,1,0,0,,3,verao_chuvoso,industrial,4040.4
Centro,2024-01-23,1,1,0,0,,2,verao_chuvoso,commercial,5330.2
Bela Vista,2024-01-23,1,1,0,0,,2,verao_chuvoso,commercial,4533.9
Pinheiros,2024-01-23,1,1,0,0,,2,verao_chuvoso,commercial,3277.3
Brás,2024-01-23,1,1,0,0,,2,verao_chuvoso,commercial,4963.1
Liberdade,2024-01-23,1,1,0,0,,2,verao_chuvoso,commercial,2961.5
Vila Mariana,2024-01-23,1,1,0,0,,2,verao_chuvoso,residential,3339.6
Mooca,2024-01-23,1,1,0,0,,2,verao_chuvoso,residential,2969.0
Tatuapé,2024-01-23,1,1,0,0,,2,verao_chuvoso,residential,2882.0
Santana,2024-01-23,1,1,0,0,,2,verao_chuvoso,residential,2411.1
Lapa,2024-01-23,1,1,0,0,,2,verao_chuvoso,residential,2374.5
Butantã,2024-01-23,1,1,0,0,,2,verao_chuvoso,suburban,2307.4
Vila Madalena,2024-01-23,1,1,0,0,,2,verao_chuvoso,commercial,3962.3
Santo Amaro,2024-01-23,1,1,0,0,,2,verao_chuvoso,commercial,3668.1
Itaquera,2024-01-23,1,1,0,0,,2,verao_chuvoso,residential,3671.6
São Mateus,2024-01-23,1,1,0,0,,2,verao_chuvoso,suburban,2062.3
Parelheiros,2024-01-23,1,1,0,0,,2,verao_chuvoso,rural,891.6
Osasco Centro,2024-01-23,1,1,0,0,,2,verao_chuvoso,commercial,3865.2
Guarulhos Centro,2024-01-23,1,1,0,0,,2,verao_chuvoso,commercial,3790.1
Santo André,2024-01-23,1,1,0,0,,2,verao_chuvoso,residential,3116.7
São Bernardo,2024-01-23,1,1,0,0,,2,verao_chuvoso,industrial,4172.1
Centro,2024-01-24,2,1,0,0,,1,verao_chuvoso,commercial,6296.6
Bela Vista,2024-01-24,2,1,0,0,,1,verao_chuvoso,commercial,4571.1
Pinheiros,2024-01-24,2,1,0,0,,1,verao_chuvoso,commercial,3992.6
Brás,2024-01-24,2,1,0,0,,1,verao_chuvoso,commercial,5145.6
Liberdade,2024-01-24,2,1,0,0,,1,verao_chuvoso,commercial,3463.8
Vila Mariana,2024-01-24,2,1,0,0,,1,verao_chuvoso,residential,3009.2
Mooca,2024-01-24,2,1,0,0,,1,verao_chuvoso,residential,3053.5
Tatuapé,2024-01-24,2,1,0,0,,1,verao_chuvoso,residential,3543.6
Santana,2024-01-24,2,1,0,0,,1,verao_chuvoso,residential,2406.0
Lapa,2024-01-24,2,1,0,0,,1,verao_chuvoso,residential,2532.3
Butantã,2024-01-24,2,1,0,0,,1,verao_chuvoso,suburban,2248.1
Vila Madalena,2024-01-24,2,1,0,0,,1,verao_chuvoso,commercial,2572.9
Santo Amaro,2024-01-24,2,1,0,0,,1,verao_chuvoso,commercial,3403.8
Itaquera,2024-01-24,2,1,0,0,,1,verao_chuvoso,residential,4030.0
São Mateus,2024-01-24,2,1,0,0,,1,verao_chuvoso,suburban,2637.2
Parelheiros,2024-01-24,2,1,0,0,,1,verao_chuvoso,rural,955.9
Osasco Centro,2024-01-24,2,1,0,0,,1,verao_chuvoso,commercial,4186.4
Guarulhos Centro,2024-01-24,2,1,0,0,,1,verao_chuvoso,commercial,4489.3
Santo André,2024-01-24,2,1,0,0,,1,verao_chuvoso,residential,4406.8
São Bernardo,2024-01-24,2,1,0,0,,1,verao_chuvoso,industrial,5527.1
Centro,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,commercial,5889.7
Bela Vista,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,commercial,4730.7
Pinheiros,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,commercial,4130.3
Brás,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,commercial,6033.0
Liberdade,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,commercial,3747.6
Vila Mariana,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,residential,3009.5
Mooca,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,residential,3079.5
Tatuapé,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,residential,3318.4
Santana,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,residential,3627.1
Lapa,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,residential,3531.2
Butantã,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,suburban,2726.5
Vila Madalena,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,commercial,4914.2
Santo Amaro,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,commercial,4929.1
Itaquera,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,residential,3644.2
São Mateus,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,suburban,3058.1
Parelheiros,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,rural,1231.5
Osasco Centro,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,commercial,4024.4
Guarulhos Centro,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,commercial,4964.3
Santo André,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,residential,3507.3
São Bernardo,2024-01-25,3,1,0,1,Aniversário de São Paulo,0,verao_chuvoso,industrial,4770.8
Centro,2024-01-26,4,1,0,0,,1,verao_chuvoso,commercial,6057.9
Bela Vista,2024-01-26,4,1,0,0,,1,verao_chuvoso,commercial,5986.4
Pinheiros,2024-01-26,4,1,0,0,,1,verao_chuvoso,commercial,3881.0
Brás,2024-01-26,4,1,0,0,,1,verao_chuvoso,commercial,5730.6
Liberdade,2024-01-26,4,1,0,0,,1,verao_chuvoso,commercial,3463.5
Vila Mariana,2024-01-26,4,1,0,0,,1,verao_chuvoso,residential,3114.2
Mooca,2024-01-26,4,1,0,0,,1,verao_chuvoso,residential,2826.7
Tatuapé,2024-01-26,4,1,0,0,,1,verao_chuvoso,residential,3115.4
Santana,2024-01-26,4,1,0,0,,1,verao_chuvoso,residential,2765.4
Lapa,2024-01-26,4,1,0,0,,1,verao_chuvoso,residential,2620.4
Butantã,2024-01-26,4,1,0,0,,1,verao_chuvoso,suburban,2568.3
Vila Madalena,2024-01-26,4,1,0,0,,1,verao_chuvoso,commercial,3780.8
Santo Amaro,2024-01-26,4,1,0,0,,1,verao_chuvoso,commercial,4323.8
Itaquera,2024-01-26,4,1,0,0,,1,verao_chuvoso,residential,3301.0
São Mateus,2024-01-26,4,1,0,0,,1,verao_chuvoso,suburban,2193.5
Parelheiros,2024-01-26,4,1,0,0,,1,verao_chuvoso,rural,1149.9
Osasco Centro,2024-01-26,4,1,0,0,,1,verao_chuvoso,commercial,4441.4
Guarulhos Centro,2024-01-26,4,1,0,0,,1,verao_chuvoso,commercial,4087.4
Santo André,2024-01-26,4,1,0,0,,1,verao_chuvoso,residential,3614.8
São Bernardo,2024-01-26,4,1,0,0,,1,verao_chuvoso,industrial,5683.7
Centro,2024-01-27,5,1,1,0,,2,verao_chuvoso,commercial,3585.6
Bela Vista,2024-01-27,5,1,1,0,,2,verao_chuvoso,commercial,4460.7
Pinheiros,2024-01-27,5,1,1,0,,2,verao_chuvoso,commercial,3811.4
Brás,2024-01-27,5,1,1,0,,2,verao_chuvoso,commercial,4395.4
Liberdade,2024-01-27,5,1,1,0,,2,verao_chuvoso,commercial,3444.7
Vila Mariana,2024-01-27,5,1,1,0,,2,verao_chuvoso,residential,2760.7
Mooca,2024-01-27,5,1,1,0,,2,verao_chuvoso,residential,2631.7
Tatuapé,2024-01-27,5,1,1,0,,2,verao_chuvoso,residential,3691.8
Santana,2024-01-27,5,1,1,0,,2,verao_chuvoso,residential,2967.6
Lapa,2024-01-27,5,1,1,0,,2,verao_chuvoso,residential,2716.1
Butantã,2024-01-27,5,1,1,0,,2,verao_chuvoso,suburban,2753.3
Vila Madalena,2024-01-27,5,1,1,0,,2,verao_chuvoso,commercial,3415.3
Santo Amaro,2024-01-27,5,1,1,0,,2,verao_chuvoso,commercial,3838.3
Itaquera,2024-01-27,5,1,1,0,,2,verao_chuvoso,residential,3343.7
São Mateus,2024-01-27,5,1,1,0,,2,verao_chuvoso,suburban,2253.5
Parelheiros,2024-01-27,5,1,1,0,,2,verao_chuvoso,rural,1070.2
Osasco Centro,2024-01-27,5,1,1,0,,2,verao_chuvoso,commercial,3335.7
Guarulhos Centro,2024-01-27,5,1,1,0,,2,verao_chuvoso,commercial,3962.9
Santo André,2024-01-27,5,1,1,0,,2,verao_chuvoso,residential,4115.8
São Bernardo,2024-01-27,5,1,1,0,,2,verao_chuvoso,industrial,3628.2
Centro,2024-01-28,6,1,1,0,,3,verao_chuvoso,commercial,4290.0
Bela Vista,2024-01-28,6,1,1,0,,3,verao_chuvoso,commercial,3147.8
Pinheiros,2024-01-28,6,1,1,0,,3,verao_chuvoso,commercial,3829.5
Brás,2024-01-28,6,1,1,0,,3,verao_chuvoso,commercial,4196.0
Liberdade,2024-01-28,6,1,1,0,,3,verao_chuvoso,commercial,2374.1
Vila Mariana,2024-01-28,6,1,1,0,,3,verao_chuvoso,residential,2771.3
Mooca,2024-01-28,6,1,1,0,,3,verao_chuvoso,residential,3040.8
Tatuapé,2024-01-28,6,1,1,0,,3,verao_chuvoso,residential,3114.1
Santana,2024-01-28,6,1,1,0,,3,verao_chuvoso,residential,2614.0
Lapa,2024-01-28,6,1,1,0,,3,verao_chuvoso,residential,2457.3
Butantã,2024-01-28,6,1,1,0,,3,verao_chuvoso,suburban,2246.9
Vila Madalena,2024-01-28,6,1,1,0,,3,verao_chuvoso,commercial,3640.1
Santo Amaro,2024-01-28,6,1,1,0,,3,verao_chuvoso,commercial,3835.8
Itaquera,2024-01-28,6,1,1,0,,3,verao_chuvoso,residential,3505.8
São Mateus,2024-01-28,6,1,1,0,,3,verao_chuvoso,suburban,2212.0
Parelheiros,2024-01-28,6,1,1,0,,3,verao_chuvoso,rural,879.6
Osasco Centro,2024-01-28,6,1,1,0,,3,verao_chuvoso,commercial,3045.3
Guarulhos Centro,2024-01-28,6,1,1,0,,3,verao_chuvoso,commercial,3425.1
Santo André,2024-01-28,6,1,1,0,,3,verao_chuvoso,residential,3344.5
São Bernardo,2024-01-28,6,1,1,0,,3,verao_chuvoso,industrial,3218.3
Centro,2024-01-29,0,1,0,0,,4,verao_chuvoso,commercial,4401.4
Bela Vista,2024-01-29,0,1,0,0,,4,verao_chuvoso,commercial,4746.1
Pinheiros,2024-01-29,0,1,0,0,,4,verao_chuvoso,commercial,4018.8
Brás,2024-01-29,0,1,0,0,,4,verao_chuvoso,commercial,4024.1
Liberdade,2024-01-29,0,1,0,0,,4,verao_chuvoso,commercial,3353.5
Vila Mariana,2024-01-29,0,1,0,0,,4,verao_chuvoso,residential,2454.1
Mooca,2024-01-29,0,1,0,0,,4,verao_chuvoso,residential,1793.4
Tatuapé,2024-01-29,0,1,0,0,,4,verao_chuvoso,residential,2383.6
Santana,2024-01-29,0,1,0,0,,4,verao_chuvoso,residential,1663.5
Lapa,2024-01-29,0,1,0,0,,4,verao_chuvoso,residential,2175.0
Butantã,2024-01-29,0,1,0,0,,4,verao_chuvoso,suburban,1945.0
Vila Madalena,2024-01-29,0,1,0,0,,4,verao_chuvoso,commercial,3564.5
Santo Amaro,2024-01-29,0,1,0,0,,4,verao_chuvoso,commercial,3609.1
Itaquera,2024-01-29,0,1,0,0,,4,verao_chuvoso,residential,2814.1
São Mateus,2024-01-29,0,1,0,0,,4,verao_chuvoso,suburban,2021.6
Parelheiros,2024-01-29,0,1,0,0,,4,verao_chuvoso,rural,604.3
Osasco Centro,2024-01-29,0,1,0,0,,4,verao_chuvoso,commercial,3361.0
Guarulhos Centro,2024-01-29,0,1,0,0,,4,verao_chuvoso,commercial,3946.9
Santo André,2024-01-29,0,1,0,0,,4,verao_chuvoso,residential,2292.4
São Bernardo,2024-01-29,0,1,0,0,,4,verao_chuvoso,industrial,4625.7
Centro,2024-01-30,1,1,0,0,,5,verao_chuvoso,commercial,4610.7
Bela Vista,2024-01-30,1,1,0,0,,5,verao_chuvoso,commercial,3760.8
Pinheiros,2024-01-30,1,1,0,0,,5,verao_chuvoso,commercial,4077.9
Brás,2024-01-30,1,1,0,0,,5,verao_chuvoso,commercial,5551.1
Liberdade,2024-01-30,1,1,0,0,,5,verao_chuvoso,commercial,3119.8
Vila Mariana,2024-01-30,1,1,0,0,,5,verao_chuvoso,residential,2768.1
Mooca,2024-01-30,1,1,0,0,,5,verao_chuvoso,residential,2336.6
Tatuapé,2024-01-30,1,1,0,0,,5,verao_chuvoso,residential,2536.6
Santana,2024-01-30,1,1,0,0,,5,verao_chuvoso,residential,2457.0
Lapa,2024-01-30,1,1,0,0,,5,verao_chuvoso,residential,2122.4
Butantã,2024-01-30,1,1,0,0,,5,verao_chuvoso,suburban,2039.0
Vila Madalena,2024-01-30,1,1,0,0,,5,verao_chuvoso,commercial,2914.0
Santo Amaro,2024-01-30,1,1,0,0,,5,verao_chuvoso,commercial,3825.5
Itaquera,2024-01-30,1,1,0,0,,5,verao_chuvoso,residential,3131.1
São Mateus,2024-01-30,1,1,0,0,,5,verao_chuvoso,suburban,2153.7
Parelheiros,2024-01-30,1,1,0,0,,5,verao_chuvoso,rural,804.4
Osasco Centro,2024-01-30,1,1,0,0,,5,verao_chuvoso,commercial,3294.5
Guarulhos Centro,2024-01-30,1,1,0,0,,5,verao_chuvoso,commercial,3321.2
Santo André,2024-01-30,1,1,0,0,,5,verao_chuvoso,residential,2748.3
São Bernardo,2024-01-30,1,1,0,0,,5,verao_chuvoso,industrial,4428.8
Centro,2024-01-31,2,1,0,0,,6,verao_chuvoso,commercial,4833.2
Bela Vista,2024-01-31,2,1,0,0,,6,verao_chuvoso,commercial,3520.1
Pinheiros,2024-01-31,2,1,0,0,,6,verao_chuvoso,commercial,4185.6
Brás,2024-01-31,2,1,0,0,,6,verao_chuvoso,commercial,5072.1
Liberdade,2024-01-31,2,1,0,0,,6,verao_chuvoso,commercial,3204.6
Vila Mariana,2024-01-31,2,1,0,0,,6,verao_chuvoso,residential,3293.4
Mooca,2024-01-31,2,1,0,0,,6,verao_chuvoso,residential,2243.3
Tatuapé,2024-01-31,2,1,0,0,,6,verao_chuvoso,residential,2402.8
Santana,2024-01-31,2,1,0,0,,6,verao_chuvoso,residential,1757.5
Lapa,2024-01-31,2,1,0,0,,6,verao_chuvoso,residential,2790.1
Butantã,2024-01-31,2,1,0,0,,6,verao_chuvoso,suburban,2180.3
Vila Madalena,2024-01-31,2,1,0,0,,6,verao_chuvoso,commercial,3070.6
Santo Amaro,2024-01-31,2,1,0,0,,6,verao_chuvoso,commercial,3739.1
Itaquera,2024-01-31,2,1,0,0,,6,verao_chuvoso,residential,2604.0
São Mateus,2024-01-31,2,1,0,0,,6,verao_chuvoso,suburban,2477.3
Parelheiros,2024-01-31,2,1,0,0,,6,verao_chuvoso,rural,870.1
Osasco Centro,2024-01-31,2,1,0,0,,6,verao_chuvoso,commercial,3449.5
Guarulhos Centro,2024-01-31,2,1,0,0,,6,verao_chuvoso,commercial,4090.9
Santo André,2024-01-31,2,1,0,0,,6,verao_chuvoso,residential,3070.6
São Bernardo,2024-01-31,2,1,0,0,,6,verao_chuvoso,industrial,4350.8
Centro,2024-02-01,3,2,0,0,,7,verao_chuvoso,commercial,3938.8
Bela Vista,2024-02-01,3,2,0,0,,7,verao_chuvoso,commercial,4107.3
Pinheiros,2024-02-01,3,2,0,0,,7,verao_chuvoso,commercial,4563.1
Brás,2024-02-01,3,2,0,0,,7,verao_chuvoso,commercial,4976.2
Liberdade,2024-02-01,3,2,0,0,,7,verao_chuvoso,commercial,3571.9
Vila Mariana,2024-02-01,3,2,0,0,,7,verao_chuvoso,residential,2478.0
Mooca,2024-02-01,3,2,0,0,,7,verao_chuvoso,residential,2140.4
Tatuapé,2024-02-01,3,2,0,0,,7,verao_chuvoso,residential,2732.3
Santana,2024-02-01,3,2,0,0,,7,verao_chuvoso,residential,2209.2
Lapa,2024-02-01,3,2,0,0,,7,verao_chuvoso,residential,2628.2
Butantã,2024-02-01,3,2,0,0,,7,verao_chuvoso,suburban,1582.3
Vila Madalena,2024-02-01,3,2,0,0,,7,verao_chuvoso,commercial,3593.2
Santo Amaro,2024-02-01,3,2,0,0,,7,verao_chuvoso,commercial,3485.6
Itaquera,2024-02-01,3,2,0,0,,7,verao_chuvoso,residential,2805.3
São Mateus,2024-02-01,3,2,0,0,,7,verao_chuvoso,suburban,1652.5
Parelheiros,2024-02-01,3,2,0,0,,7,verao_chuvoso,rural,674.4
Osasco Centro,2024-02-01,3,2,0,0,,7,verao_chuvoso,commercial,3674.3
Guarulhos Centro,2024-02-01,3,2,0,0,,7,verao_chuvoso,commercial,3728.5
Santo André,2024-02-01,3,2,0,0,,7,verao_chuvoso,residential,2409.8
São Bernardo,2024-02-01,3,2,0,0,,7,verao_chuvoso,industrial,3514.6
Centro,2024-02-02,4,2,0,0,,8,verao_chuvoso,commercial,4468.6
Bela Vista,2024-02-02,4,2,0,0,,8,verao_chuvoso,commercial,4992.6
Pinheiros,2024-02-02,4,2,0,0,,8,verao_chuvoso,commercial,3858.9
Brás,2024-02-02,4,2,0,0,,8,verao_chuvoso,commercial,3757.5
Liberdade,2024-02-02,4,2,0,0,,8,verao_chuvoso,commercial,3113.9
Vila Mariana,2024-02-02,4,2,0,0,,8,verao_chuvoso,residential,2732.4
Mooca,2024-02-02,4,2,0,0,,8,verao_chuvoso,residential,1871.1
Tatuapé,2024-02-02,4,2,0,0,,8,verao_chuvoso,residential,2949.1
Santana,2024-02-02,4,2,0,0,,8,verao_chuvoso,residential,2283.0
Lapa,2024-02-02,4,2,0,0,,8,verao_chuvoso,residential,2693.5
Butantã,2024-02-02,4,2,0,0,,8,verao_chuvoso,suburban,2595.9
Vila Madalena,2024-02-02,4,2,0,0,,8,verao_chuvoso,commercial,3687.7
Santo Amaro,2024-02-02,4,2,0,0,,8,verao_chuvoso,commercial,3679.0
Itaquera,2024-02-02,4,2,0,0,,8,verao_chuvoso,residential,2743.7
São Mateus,2024-02-02,4,2,0,0,,8,verao_chuvoso,suburban,2634.2
